po_number,po_date,pr_number,supplier_id,supplier_name,material_code,material_name,quantity,unit,unit_price_idr,subtotal_idr,tax_percent,tax_amount_idr,total_amount_idr,delivery_date,delivery_location,payment_terms,status,created_by,approved_by,approval_date,received_date,received_quantity,notes
PO-2024-167,2023-09-08,PR-2024-488,SUP-007,PT Multi Packaging Indonesia,PKG-004,Glass Vial 10ml,20000,Unit,5156,103120000,11,11343200,114463200,2023-09-24,Warehouse B - Bandung,Net 45,Completed,Citra Procurement,Rudi Manager,2023-09-09,2023-09-24,20000,Quality check passed
PO-2024-168,2023-09-09,PR-2024-492,SUP-010,PT Pharma Excipient Supply,EXC-001,Magnesium Stearate,3000,KG,34593,103779000,11,11415690,115194690,2023-09-17,Warehouse B - Bandung,Net 60,Completed,Ani Procurement,Rudi Manager,2023-09-10,2023-09-17,3000,Slight delay but acceptable quality
PO-2024-169,2023-09-09,PR-2024-494,SUP-011,PT Chemical Works Indonesia,EXC-001,Starch (Pregelatinized),1000,KG,17713,17713000,11,1948430,19661430,2023-09-17,Warehouse B - Bandung,Net 45,Completed,Ani Procurement,Rudi Manager,2023-09-10,2023-09-17,1000,Quality check required retest
PO-2024-170,2023-09-09,PR-2024-498,SUP-009,PT Prima Pack Indonesia,PKG-003,HDPE Bottle 100ml,10000,Unit,2919,29190000,11,3210900,32400900,2023-09-17,Warehouse A - Jakarta,Net 45,Completed,Citra Procurement,Rudi Manager,2023-09-10,2023-09-17,10000,Slight delay but acceptable quality
PO-2024-171,2023-09-10,PR-2024-499,SUP-011,PT Chemical Works Indonesia,EXC-001,Lactose Monohydrate,2000,KG,20480,40960000,11,4505600,45465600,2023-09-20,Warehouse B - Bandung,Net 45,Completed,Budi Procurement,Rudi Manager,2023-09-11,2023-09-20,2000,Quality check required retest
PO-2024-172,2023-09-10,PR-2024-500,SUP-008,PT Global Pack Industries,PKG-008,Leaflet (Patient Information),25000,Unit,107,2675000,11,294250,2969250,2023-09-22,Warehouse B - Bandung,Net 45,Completed,Ani Procurement,Rudi Manager,2023-09-11,2023-09-22,25000,Quality check required retest
PO-2024-173,2023-09-11,PR-2024-504,SUP-007,PT Multi Packaging Indonesia,PKG-008,Leaflet (Patient Information),25000,Unit,113,2825000,11,310750,3135750,2023-09-29,Warehouse A - Jakarta,Net 45,Completed,Budi Procurement,Rudi Manager,2023-09-12,2023-09-29,25000,Delivered on schedule
PO-2024-174,2023-09-12,PR-2024-505,SUP-011,PT Chemical Works Indonesia,EXC-001,Starch (Pregelatinized),3000,KG,18146,54438000,11,5988180,60426180,2023-09-20,Warehouse B - Bandung,Net 45,Completed,Budi Procurement,Rudi Manager,2023-09-13,2023-09-20,3000,Quality check required retest
PO-2024-175,2023-09-12,PR-2024-509,SUP-005,PT Phapros,RAW-004,Ibuprofen,10000,KG,211912,2119120000,11,233103200,2352223200,2023-10-01,Warehouse A - Jakarta,Net 30,Completed,Budi Procurement,Sari Director,2023-09-13,2023-10-01,10000,Perfect delivery with documentation
PO-2024-176,2023-09-12,PR-2024-511,SUP-010,PT Pharma Excipient Supply,EXC-001,Starch (Pregelatinized),3000,KG,18545,55635000,11,6119850,61754850,2023-09-18,Warehouse A - Jakarta,Net 60,Completed,Ani Procurement,Rudi Manager,2023-09-13,2023-09-18,3000,Slight delay but acceptable quality
PO-2024-177,2023-09-13,PR-2024-514,SUP-010,PT Pharma Excipient Supply,EXC-001,Magnesium Stearate,3000,KG,33821,101463000,11,11160930,112623930,2023-09-21,Warehouse A - Jakarta,Net 60,Completed,Budi Procurement,Rudi Manager,2023-09-14,2023-09-21,3000,Slight delay but acceptable quality
PO-2024-178,2023-09-13,PR-2024-515,SUP-007,PT Multi Packaging Indonesia,PKG-004,Glass Vial 10ml,25000,Unit,5018,125450000,11,13799500,139249500,2023-10-02,Warehouse B - Bandung,Net 45,Completed,Citra Procurement,Rudi Manager,2023-09-14,2023-10-02,24316,COA received
PO-2024-179,2023-09-14,PR-2024-518,SUP-005,PT Phapros,RAW-007,Omeprazole,2000,KG,1938708,3877416000,11,426515760,4303931760,2023-10-08,Warehouse A - Jakarta,Net 30,Completed,Citra Procurement,Sari Director,2023-09-15,2023-10-08,2000,Early delivery - good quality
PO-2024-180,2023-09-15,PR-2024-519,SUP-007,PT Multi Packaging Indonesia,PKG-004,Glass Vial 10ml,30000,Unit,4890,146700000,11,16137000,162837000,2023-10-02,Warehouse A - Jakarta,Net 45,Completed,Budi Procurement,Rudi Manager,2023-09-16,2023-10-02,30000,COA received
PO-2024-181,2023-09-16,PR-2024-520,SUP-011,PT Chemical Works Indonesia,EXC-001,Microcrystalline Cellulose (Avicel PH102),3000,KG,24765,74295000,11,8172450,82467450,2023-09-21,Warehouse B - Bandung,Net 45,Completed,Ani Procurement,Rudi Manager,2023-09-17,2023-09-21,3000,Quality check required retest
PO-2024-182,2023-09-17,PR-2024-521,SUP-007,PT Multi Packaging Indonesia,PKG-003,HDPE Bottle 100ml,30000,Unit,3077,92310000,11,10154100,102464100,2023-10-08,Warehouse A - Jakarta,Net 45,Completed,Ani Procurement,Rudi Manager,2023-09-18,2023-10-08,30000,Quality check passed
PO-2024-183,2023-09-18,PR-2024-525,SUP-007,PT Multi Packaging Indonesia,PKG-007,Desiccant Silica Gel 1g,20000,Unit,194,3880000,11,426800,4306800,2023-10-08,Warehouse B - Bandung,Net 45,Completed,Ani Procurement,Rudi Manager,2023-09-19,2023-10-08,20000,Delivered on schedule
PO-2024-184,2023-09-19,PR-2024-529,SUP-011,PT Chemical Works Indonesia,EXC-001,Magnesium Stearate,1000,KG,35382,35382000,11,3892020,39274020,2023-09-29,Warehouse B - Bandung,Net 45,Completed,Citra Procurement,Rudi Manager,2023-09-20,2023-09-29,1000,Delivery 2 days late
PO-2024-185,2023-09-20,PR-2024-533,SUP-006,PT Indo Packaging Solutions,PKG-001,PVC/PVDC Blister Pack 10x10,25000,Unit,487,12175000,11,1339250,13514250,2023-09-28,Warehouse A - Jakarta,Net 30,Completed,Budi Procurement,Rudi Manager,2023-09-21,2023-09-28,25000,Delivered on schedule
PO-2024-186,2023-09-20,PR-2024-536,SUP-012,PT Brataco,EXC-001,Croscarmellose Sodium,1000,KG,129078,129078000,11,14198580,143276580,2023-09-26,Warehouse A - Jakarta,Net 45,Completed,Budi Procurement,Rudi Manager,2023-09-21,2023-09-26,1000,Delivery 2 days late
PO-2024-187,2023-09-20,PR-2024-539,SUP-002,PT Indofarma Global Medika,RAW-006,Metformin HCl,8000,KG,76115,608920000,11,66981200,675901200,2023-09-25,Warehouse B - Bandung,Net 60,Completed,Citra Procurement,Sari Director,2023-09-21,2023-09-25,8000,Slight delay but acceptable quality
PO-2024-188,2023-09-21,PR-2024-543,SUP-005,PT Phapros,RAW-005,Cetirizine HCl,10000,KG,3116809,31168090000,11,3428489900,34596579900,2023-10-12,Warehouse B - Bandung,Net 30,Completed,Budi Procurement,Sari Director,2023-09-22,2023-10-12,10000,Early delivery - good quality
PO-2024-189,2023-09-21,PR-2024-546,SUP-006,PT Indo Packaging Solutions,PKG-003,HDPE Bottle 100ml,15000,Unit,2901,43515000,11,4786650,48301650,2023-10-01,Warehouse B - Bandung,Net 30,Completed,Ani Procurement,Rudi Manager,2023-09-22,2023-10-01,15000,Quality check passed
PO-2024-190,2023-09-21,PR-2024-548,SUP-007,PT Multi Packaging Indonesia,PKG-003,HDPE Bottle 100ml,20000,Unit,2980,59600000,11,6556000,66156000,2023-10-11,Warehouse A - Jakarta,Net 45,Completed,Budi Procurement,Rudi Manager,2023-09-22,2023-10-11,20000,Delivered on schedule
PO-2024-191,2023-09-21,PR-2024-552,SUP-007,PT Multi Packaging Indonesia,PKG-002,Aluminum Foil Strip (Cold Form),25000,Roll,119311,2982775000,11,328105250,3310880250,2023-10-08,Warehouse A - Jakarta,Net 45,Completed,Ani Procurement,Sari Director,2023-09-22,2023-10-08,25000,Delivered on schedule
PO-2024-192,2023-09-21,PR-2024-553,SUP-005,PT Phapros,RAW-001,Amoxicillin Trihydrate,2000,KG,152887,305774000,11,33635140,339409140,2023-10-15,Warehouse B - Bandung,Net 30,Completed,Citra Procurement,Rudi Manager,2023-09-22,2023-10-15,2000,Perfect delivery with documentation
PO-2024-193,2023-09-22,PR-2024-557,SUP-010,PT Pharma Excipient Supply,EXC-001,Lactose Monohydrate,3000,KG,21120,63360000,11,6969600,70329600,2023-09-30,Warehouse B - Bandung,Net 60,Completed,Budi Procurement,Rudi Manager,2023-09-23,2023-09-30,3000,Slight delay but acceptable quality
PO-2024-194,2023-09-22,PR-2024-558,SUP-005,PT Phapros,RAW-003,Ascorbic Acid (Vitamin C),3000,KG,43142,129426000,11,14236860,143662860,2023-10-14,Warehouse B - Bandung,Net 30,Completed,Budi Procurement,Rudi Manager,2023-09-23,2023-10-14,3000,On-time delivery with COA
PO-2024-195,2023-09-22,PR-2024-559,SUP-012,PT Brataco,EXC-001,Povidone K30,5000,KG,60219,301095000,11,33120450,334215450,2023-10-01,Warehouse A - Jakarta,Net 45,Completed,Ani Procurement,Rudi Manager,2023-09-23,2023-10-01,5000,Slight delay but acceptable quality
PO-2024-196,2023-09-22,PR-2024-563,SUP-004,PT Kalbe Farma,RAW-004,Ibuprofen,5000,KG,202022,1010110000,11,111112100,1121222100,2023-10-15,Warehouse B - Bandung,Net 30,Completed,Ani Procurement,Sari Director,2023-09-23,2023-10-15,5000,Quality check passed
PO-2024-197,2023-09-23,PR-2024-564,SUP-010,PT Pharma Excipient Supply,EXC-001,Povidone K30,1000,KG,64519,64519000,11,7097090,71616090,2023-09-29,Warehouse A - Jakarta,Net 60,Completed,Citra Procurement,Rudi Manager,2023-09-24,2023-09-29,1000,Delivery 2 days late
PO-2024-198,2023-09-23,PR-2024-565,SUP-010,PT Pharma Excipient Supply,EXC-001,Starch (Pregelatinized),5000,KG,17519,87595000,11,9635450,97230450,2023-09-30,Warehouse A - Jakarta,Net 60,Completed,Ani Procurement,Rudi Manager,2023-09-24,2023-09-30,5000,Slight delay but acceptable quality
PO-2024-199,2023-09-23,PR-2024-566,SUP-005,PT Phapros,RAW-007,Omeprazole,5000,KG,2061452,10307260000,11,1133798600,11441058600,2023-10-14,Warehouse A - Jakarta,Net 30,Completed,Citra Procurement,Sari Director,2023-09-24,2023-10-14,5000,On-time delivery with COA
PO-2024-200,2023-09-24,PR-2024-567,SUP-003,PT Dexa Medica,RAW-010,Dexamethasone,10000,KG,365229,3652290000,11,401751900,4054041900,2023-09-29,Warehouse A - Jakarta,Net 45,Completed,Ani Procurement,Sari Director,2023-09-25,2023-09-29,10000,Slight delay but acceptable quality
PO-2024-201,2023-09-24,PR-2024-571,SUP-002,PT Indofarma Global Medika,RAW-008,Ciprofloxacin,2000,KG,434609,869218000,11,95613980,964831980,2023-10-02,Warehouse A - Jakarta,Net 60,Completed,Ani Procurement,Sari Director,2023-09-25,2023-10-02,2000,Quality check required retest
PO-2024-202,2023-09-24,PR-2024-572,SUP-006,PT Indo Packaging Solutions,PKG-006,Aluminum Screw Cap 28mm,20000,Unit,879,17580000,11,1933800,19513800,2023-09-30,Warehouse B - Bandung,Net 30,Completed,Budi Procurement,Rudi Manager,2023-09-25,2023-09-30,20000,Delivered on schedule
PO-2024-203,2023-09-24,PR-2024-575,SUP-004,PT Kalbe Farma,RAW-007,Omeprazole,3000,KG,1975557,5926671000,11,651933810,6578604810,2023-10-13,Warehouse A - Jakarta,Net 30,Completed,Ani Procurement,Sari Director,2023-09-25,2023-10-13,3000,Quality check passed
PO-2024-204,2023-09-25,PR-2024-579,SUP-003,PT Dexa Medica,RAW-007,Omeprazole,8000,KG,2007430,16059440000,11,1766538400,17825978400,2023-10-01,Warehouse B - Bandung,Net 45,Completed,Budi Procurement,Sari Director,2023-09-26,2023-10-01,8000,Quality check required retest
PO-2024-205,2023-09-25,PR-2024-583,SUP-002,PT Indofarma Global Medika,RAW-009,Salbutamol Sulfate,5000,KG,960726,4803630000,11,528399300,5332029300,2023-10-04,Warehouse B - Bandung,Net 60,Completed,Citra Procurement,Sari Director,2023-09-26,2023-10-04,5000,Delivery 2 days late
PO-2024-206,2023-09-25,PR-2024-585,SUP-001,PT Kimia Farma Trading & Distribution,RAW-009,Salbutamol Sulfate,8000,KG,916410,7331280000,11,806440800,8137720800,2023-10-08,Warehouse A - Jakarta,Net 60,Completed,Budi Procurement,Sari Director,2023-09-26,2023-10-08,8000,Delivery 2 days late
PO-2024-207,2023-09-26,PR-2024-587,SUP-001,PT Kimia Farma Trading & Distribution,RAW-004,Ibuprofen,2000,KG,195950,391900000,11,43109000,435009000,2023-10-07,Warehouse A - Jakarta,Net 60,Completed,Ani Procurement,Rudi Manager,2023-09-27,2023-10-07,2000,Slight delay but acceptable quality
PO-2024-208,2023-09-26,PR-2024-590,SUP-009,PT Prima Pack Indonesia,PKG-004,Glass Vial 10ml,30000,Unit,5172,155160000,11,17067600,172227600,2023-10-01,Warehouse B - Bandung,Net 45,Completed,Ani Procurement,Rudi Manager,2023-09-27,2023-10-01,30000,Quality check required retest
PO-2024-209,2023-09-27,PR-2024-593,SUP-005,PT Phapros,RAW-006,Metformin HCl,3000,KG,75985,227955000,11,25075050,253030050,2023-10-19,Warehouse A - Jakarta,Net 30,Completed,Budi Procurement,Rudi Manager,2023-09-28,2023-10-19,3000,On-time delivery with COA
PO-2024-210,2023-09-27,PR-2024-595,SUP-004,PT Kalbe Farma,RAW-008,Ciprofloxacin,10000,KG,454278,4542780000,11,499705800,5042485800,2023-10-17,Warehouse A - Jakarta,Net 30,Completed,Citra Procurement,Sari Director,2023-09-28,2023-10-17,10000,Quality check passed
PO-2024-211,2023-09-27,PR-2024-598,SUP-002,PT Indofarma Global Medika,RAW-003,Ascorbic Acid (Vitamin C),8000,KG,44042,352336000,11,38756960,391092960,2023-10-02,Warehouse B - Bandung,Net 60,Completed,Ani Procurement,Rudi Manager,2023-09-28,2023-10-02,8000,Delivery 2 days late
PO-2024-212,2023-09-27,PR-2024-601,SUP-012,PT Brataco,EXC-001,Povidone K30,1000,KG,64951,64951000,11,7144610,72095610,2023-10-06,Warehouse A - Jakarta,Net 45,Completed,Citra Procurement,Rudi Manager,2023-09-28,2023-10-06,1000,Delivery 2 days late
PO-2024-213,2023-09-27,PR-2024-604,SUP-002,PT Indofarma Global Medika,RAW-001,Amoxicillin Trihydrate,10000,KG,146644,1466440000,11,161308400,1627748400,2023-10-02,Warehouse B - Bandung,Net 60,Completed,Budi Procurement,Sari Director,2023-09-28,2023-10-02,10000,Quality check required retest
PO-2024-214,2023-09-28,PR-2024-606,SUP-001,PT Kimia Farma Trading & Distribution,RAW-003,Ascorbic Acid (Vitamin C),10000,KG,45254,452540000,11,49779400,502319400,2023-10-09,Warehouse A - Jakarta,Net 60,Completed,Ani Procurement,Sari Director,2023-09-29,2023-10-09,10000,Delivery 2 days late
PO-2024-215,2023-09-28,PR-2024-609,SUP-005,PT Phapros,RAW-006,Metformin HCl,2000,KG,73673,147346000,11,16208060,163554060,2023-10-22,Warehouse A - Jakarta,Net 30,Completed,Ani Procurement,Rudi Manager,2023-09-29,2023-10-22,2000,Perfect delivery with documentation
PO-2024-216,2023-09-29,PR-2024-610,SUP-010,PT Pharma Excipient Supply,EXC-001,Talcum Powder,1000,KG,15502,15502000,11,1705220,17207220,2023-10-05,Warehouse A - Jakarta,Net 60,Completed,Ani Procurement,Rudi Manager,2023-09-30,2023-10-05,1000,Quality check required retest
PO-2024-217,2023-09-29,PR-2024-614,SUP-004,PT Kalbe Farma,RAW-003,Ascorbic Acid (Vitamin C),10000,KG,46000,460000000,11,50600000,510600000,2023-10-22,Warehouse B - Bandung,Net 30,Completed,Ani Procurement,Sari Director,2023-09-30,2023-10-22,10000,COA received
PO-2024-218,2023-09-29,PR-2024-616,SUP-006,PT Indo Packaging Solutions,PKG-005,Corrugated Carton Box (Master),15000,Unit,3493,52395000,11,5763450,58158450,2023-10-05,Warehouse B - Bandung,Net 30,Completed,Citra Procurement,Rudi Manager,2023-09-30,2023-10-05,15000,Delivered on schedule
PO-2024-219,2023-09-29,PR-2024-618,SUP-009,PT Prima Pack Indonesia,PKG-001,PVC/PVDC Blister Pack 10x10,20000,Unit,520,10400000,11,1144000,11544000,2023-10-06,Warehouse B - Bandung,Net 45,Completed,Budi Procurement,Rudi Manager,2023-09-30,2023-10-06,20000,Delivery 2 days late
PO-2024-220,2023-09-29,PR-2024-622,SUP-002,PT Indofarma Global Medika,RAW-006,Metformin HCl,3000,KG,71785,215355000,11,23689050,239044050,2023-10-08,Warehouse B - Bandung,Net 60,Completed,Budi Procurement,Rudi Manager,2023-09-30,2023-10-08,3000,Quality check required retest
PO-2024-221,2023-09-30,PR-2024-624,SUP-007,PT Multi Packaging Indonesia,PKG-006,Aluminum Screw Cap 28mm,20000,Unit,867,17340000,11,1907400,19247400,2023-10-20,Warehouse A - Jakarta,Net 45,Completed,Ani Procurement,Rudi Manager,2023-10-01,2023-10-20,20000,Delivered on schedule
PO-2024-222,2023-09-30,PR-2024-625,SUP-008,PT Global Pack Industries,PKG-008,Leaflet (Patient Information),15000,Unit,113,1695000,11,186450,1881450,2023-10-09,Warehouse A - Jakarta,Net 45,Completed,Citra Procurement,Rudi Manager,2023-10-01,2023-10-09,15000,Quality check required retest
PO-2024-223,2023-10-01,PR-2024-627,SUP-005,PT Phapros,RAW-002,Paracetamol,8000,KG,87637,701096000,11,77120560,778216560,2023-10-22,Warehouse B - Bandung,Net 30,Completed,Citra Procurement,Sari Director,2023-10-02,2023-10-22,8000,On-time delivery with COA
PO-2024-224,2023-10-01,PR-2024-629,SUP-001,PT Kimia Farma Trading & Distribution,RAW-009,Salbutamol Sulfate,2000,KG,951090,1902180000,11,209239800,2111419800,2023-10-11,Warehouse B - Bandung,Net 60,Completed,Ani Procurement,Sari Director,2023-10-02,2023-10-11,2000,Delivery 2 days late
PO-2024-225,2023-10-01,PR-2024-633,SUP-012,PT Brataco,EXC-001,Magnesium Stearate,2000,KG,34967,69934000,11,7692740,77626740,2023-10-11,Warehouse A - Jakarta,Net 45,Completed,Citra Procurement,Rudi Manager,2023-10-02,2023-10-11,2000,Delivery 2 days late
PO-2024-226,2023-10-02,PR-2024-636,SUP-009,PT Prima Pack Indonesia,PKG-006,Aluminum Screw Cap 28mm,10000,Unit,907,9070000,11,997700,10067700,2023-10-08,Warehouse B - Bandung,Net 45,Completed,Ani Procurement,Rudi Manager,2023-10-03,2023-10-08,10000,Quality check required retest
PO-2024-227,2023-10-02,PR-2024-640,SUP-009,PT Prima Pack Indonesia,PKG-003,HDPE Bottle 100ml,15000,Unit,2913,43695000,11,4806450,48501450,2023-10-09,Warehouse B - Bandung,Net 45,Completed,Citra Procurement,Rudi Manager,2023-10-03,2023-10-09,14296,Slight delay but acceptable quality
PO-2024-228,2023-10-02,PR-2024-643,SUP-012,PT Brataco,EXC-001,Povidone K30,5000,KG,63612,318060000,11,34986600,353046600,2023-10-10,Warehouse B - Bandung,Net 45,Completed,Budi Procurement,Rudi Manager,2023-10-03,2023-10-10,5000,Quality check required retest
PO-2024-229,2023-10-03,PR-2024-647,SUP-012,PT Brataco,EXC-001,Microcrystalline Cellulose (Avicel PH102),2000,KG,24261,48522000,11,5337420,53859420,2023-10-09,Warehouse B - Bandung,Net 45,Completed,Ani Procurement,Rudi Manager,2023-10-04,2023-10-09,2000,Delivery 2 days late
PO-2024-230,2023-10-03,PR-2024-649,SUP-004,PT Kalbe Farma,RAW-008,Ciprofloxacin,5000,KG,448189,2240945000,11,246503950,2487448950,2023-10-26,Warehouse A - Jakarta,Net 30,Completed,Ani Procurement,Sari Director,2023-10-04,2023-10-26,5000,Quality check passed
PO-2024-231,2023-10-03,PR-2024-651,SUP-009,PT Prima Pack Indonesia,PKG-006,Aluminum Screw Cap 28mm,30000,Unit,888,26640000,11,2930400,29570400,2023-10-10,Warehouse B - Bandung,Net 45,Completed,Citra Procurement,Rudi Manager,2023-10-04,2023-10-10,30000,Delivery 2 days late
PO-2024-232,2023-10-04,PR-2024-653,SUP-001,PT Kimia Farma Trading & Distribution,RAW-009,Salbutamol Sulfate,8000,KG,878341,7026728000,11,772940080,7799668080,2023-10-16,Warehouse A - Jakarta,Net 60,Completed,Budi Procurement,Sari Director,2023-10-05,2023-10-16,8000,Slight delay but acceptable quality
PO-2024-233,2023-10-04,PR-2024-655,SUP-010,PT Pharma Excipient Supply,EXC-001,Microcrystalline Cellulose (Avicel PH102),5000,KG,24926,124630000,11,13709300,138339300,2023-10-14,Warehouse B - Bandung,Net 60,Completed,Citra Procurement,Rudi Manager,2023-10-05,2023-10-14,5000,Delivery 2 days late
PO-2024-234,2023-10-05,PR-2024-658,SUP-008,PT Global Pack Industries,PKG-002,Aluminum Foil Strip (Cold Form),15000,Roll,130066,1950990000,11,214608900,2165598900,2023-10-14,Warehouse B - Bandung,Net 45,Completed,Citra Procurement,Sari Director,2023-10-06,2023-10-14,15000,Slight delay but acceptable quality
PO-2024-235,2023-10-05,PR-2024-662,SUP-011,PT Chemical Works Indonesia,EXC-001,Croscarmellose Sodium,1000,KG,129905,129905000,11,14289550,144194550,2023-10-14,Warehouse A - Jakarta,Net 45,Completed,Citra Procurement,Rudi Manager,2023-10-06,2023-10-14,1000,Quality check required retest
PO-2024-236,2023-10-06,PR-2024-663,SUP-010,PT Pharma Excipient Supply,EXC-001,Lactose Monohydrate,3000,KG,21879,65637000,11,7220070,72857070,2023-10-13,Warehouse B - Bandung,Net 60,Completed,Ani Procurement,Rudi Manager,2023-10-07,2023-10-13,3000,Quality check required retest
PO-2024-237,2023-10-06,PR-2024-665,SUP-003,PT Dexa Medica,RAW-010,Dexamethasone,8000,KG,354276,2834208000,11,311762880,3145970880,2023-10-14,Warehouse B - Bandung,Net 45,Completed,Citra Procurement,Sari Director,2023-10-07,2023-10-14,7673,Delivery 2 days late
PO-2024-238,2023-10-07,PR-2024-669,SUP-002,PT Indofarma Global Medika,RAW-005,Cetirizine HCl,3000,KG,3087491,9262473000,11,1018872030,10281345030,2023-10-15,Warehouse A - Jakarta,Net 60,Completed,Citra Procurement,Sari Director,2023-10-08,2023-10-15,3000,Delivery 2 days late
PO-2024-239,2023-10-08,PR-2024-671,SUP-004,PT Kalbe Farma,RAW-007,Omeprazole,5000,KG,1915572,9577860000,11,1053564600,10631424600,2023-10-30,Warehouse B - Bandung,Net 30,Completed,Citra Procurement,Sari Director,2023-10-09,2023-10-30,5000,COA received
PO-2024-240,2023-10-08,PR-2024-673,SUP-004,PT Kalbe Farma,RAW-005,Cetirizine HCl,10000,KG,3091943,30919430000,11,3401137300,34320567300,2023-10-28,Warehouse A - Jakarta,Net 30,Completed,Ani Procurement,Sari Director,2023-10-09,2023-10-28,10000,Delivered on schedule
PO-2024-241,2023-10-09,PR-2024-677,SUP-009,PT Prima Pack Indonesia,PKG-003,HDPE Bottle 100ml,30000,Unit,3149,94470000,11,10391700,104861700,2023-10-16,Warehouse A - Jakarta,Net 45,Completed,Ani Procurement,Rudi Manager,2023-10-10,2023-10-16,30000,Quality check required retest
PO-2024-242,2023-10-09,PR-2024-680,SUP-011,PT Chemical Works Indonesia,EXC-001,Croscarmellose Sodium,1000,KG,135345,135345000,11,14887950,150232950,2023-10-15,Warehouse B - Bandung,Net 45,Completed,Budi Procurement,Rudi Manager,2023-10-10,2023-10-15,1000,Delivery 2 days late
PO-2024-243,2023-10-09,PR-2024-681,SUP-011,PT Chemical Works Indonesia,EXC-001,Microcrystalline Cellulose (Avicel PH102),3000,KG,24330,72990000,11,8028900,81018900,2023-10-19,Warehouse B - Bandung,Net 45,Completed,Ani Procurement,Rudi Manager,2023-10-10,2023-10-19,3000,Quality check required retest
PO-2024-244,2023-10-10,PR-2024-685,SUP-002,PT Indofarma Global Medika,RAW-001,Amoxicillin Trihydrate,3000,KG,152128,456384000,11,50202240,506586240,2023-10-15,Warehouse B - Bandung,Net 60,Completed,Budi Procurement,Sari Director,2023-10-11,2023-10-15,3000,Quality check required retest
PO-2024-245,2023-10-11,PR-2024-687,SUP-007,PT Multi Packaging Indonesia,PKG-008,Leaflet (Patient Information),10000,Unit,112,1120000,11,123200,1243200,2023-10-28,Warehouse A - Jakarta,Net 45,Completed,Citra Procurement,Rudi Manager,2023-10-12,2023-10-28,10000,COA received
PO-2024-246,2023-10-11,PR-2024-690,SUP-002,PT Indofarma Global Medika,RAW-001,Amoxicillin Trihydrate,10000,KG,155224,1552240000,11,170746400,1722986400,2023-10-16,Warehouse A - Jakarta,Net 60,Completed,Ani Procurement,Sari Director,2023-10-12,2023-10-16,10000,Delivery 2 days late
PO-2024-247,2023-10-11,PR-2024-691,SUP-011,PT Chemical Works Indonesia,EXC-001,Croscarmellose Sodium,3000,KG,140439,421317000,11,46344870,467661870,2023-10-21,Warehouse A - Jakarta,Net 45,Completed,Citra Procurement,Rudi Manager,2023-10-12,2023-10-21,3000,Delivery 2 days late
PO-2024-248,2023-10-12,PR-2024-695,SUP-004,PT Kalbe Farma,RAW-001,Amoxicillin Trihydrate,3000,KG,143107,429321000,11,47225310,476546310,2023-11-04,Warehouse A - Jakarta,Net 30,Completed,Budi Procurement,Rudi Manager,2023-10-13,2023-11-04,3000,Quality check passed
PO-2024-249,2023-10-13,PR-2024-699,SUP-005,PT Phapros,RAW-010,Dexamethasone,8000,KG,352061,2816488000,11,309813680,3126301680,2023-11-02,Warehouse B - Bandung,Net 30,Completed,Budi Procurement,Sari Director,2023-10-14,2023-11-02,8000,Early delivery - good quality
PO-2024-250,2023-10-14,PR-2024-702,SUP-002,PT Indofarma Global Medika,RAW-008,Ciprofloxacin,10000,KG,466948,4669480000,11,513642800,5183122800,2023-10-20,Warehouse A - Jakarta,Net 60,Completed,Ani Procurement,Sari Director,2023-10-15,2023-10-20,10000,Slight delay but acceptable quality
